TopicArea,DatasetName,DataSource,Creator/Publisher,size(MB),Availability,DatePublished,LastUpdateDate,DataSetCharastrestic,MisingValues,Instances,NumberOfAtributes,ListOfAtributes,URL,Citation,Unnamed: 15
Mothers With An Er Visit,PRESCRIPTION RELATED CLAIMS OF MOTHERS WITH AN ER VISIT BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,5.7 KiB,Free,2019-09-03,2020-10-02,CSV,No,80.0,9,"COUNTY	text		
TOTAL_PRESCRIPTIONS	numeric		
TOTAL_PRESCRIPTION_COST	numeric		
TOTAL_PRESCRIPTIONS_PREBIRTHING_EVENT	numeric		
PRESCRIPTION_COST_PREBIRTHING_EVENT	numeric		
PREBIRTHING_MEDIAN_COST	numeric		
TOTAL_PRESCRIPTIONS_POSTBIRTHING_EVENT	numeric		
PRESCRIPTION_COST_POSTBIRTHING_EVENT	numeric		
POSTBIRTHING_MEDIAN_COST	numeric",https://hub.mph.in.gov/dataset/b6c042b5-ff33-4b4f-a7b1-85cdbcdd0c64/resource/0f7cb803-0237-4191-bddc-259a5a51ff25/download/prescription-related-claims_er-visit-by-recipient-county.csv,https://hub.mph.in.gov/dataset/prescription-related-claims-of-mothers-with-an-er-visit-by-recipient-county/resource/0f7cb803-0237-4191-bddc-259a5a51ff25#:~:text=PRESCRIPTION%20RELATED%20CLAIMS%20OF%20MOTHERS%20WITH%20AN...,
Mothers Diagnosed With Stress,PRESCRIPTION RELATED CLAIMS OF MOTHERS DIAGNOSED WITH STRESS BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,5.9 KiB,Free,2019-09-03,2020-10-02,CSV,No,82.0,9,"COUNTY	text		
TOTAL_PRESCRIPTIONS	numeric		
TOTAL_PRESCRIPTION_COST	numeric		
TOTAL_PRESCRIPTIONS_PREBIRTHING_EVENT	numeric		
PRESCRIPTION_COST_PREBIRTHING_EVENT	numeric		
PREBIRTHING_MEDIAN_COST	numeric		
TOTAL_PRESCRIPTIONS_POSTBIRTHING_EVENT	numeric		
PRESCRIPTION_COST_POSTBIRTHING_EVENT	numeric		
POSTBIRTHING_MEDIAN_COST	numeric",https://hub.mph.in.gov/dataset/1a0db5ce-8736-4642-abcd-3a7b2c411dca/resource/89e3c9f4-115f-428f-9191-c8bd21ccd8b5/download/prescription-related-claims-of-mothers-diagnosed-with-stress-by-recipient-county.csv,https://hub.mph.in.gov/dataset/prescription-related-claims-of-mothers-diagnosed-with-stress-by-recipient-county/resource/89e3c9f4-115f-428f-9191-c8bd21ccd8b5#:~:text=PRESCRIPTION%20RELATED%20CLAIMS%20OF%20MOTHERS...,
Mothers Diagnosed With Obesity,PRESCRIPTION-RELATED CLAIMS OF MOTHERS DIAGNOSED WITH OBESITY BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,4.4 KiB,Free,2019-08-30,2019-09-03,CSV,No,61.0,9,"COUNTY	text		
TOTAL_PRESCRIPTIONS	numeric		
TOTAL_PRESCRIPTION_COST	numeric		
TOTAL_PRESCRIPTIONS_PREBIRTHING_EVENT	numeric		
PRESCRIPTION_COST_PREBIRTHING_EVENT	numeric		
PREBIRTHING_MEDIAN_COST	numeric		
TOTAL_PRESCRIPTIONS_POSTBIRTHING_EVENT	numeric		
PRESCRIPTION_COST_POSTBIRTHING_EVENT	numeric		
POSTBIRTHING_MEDIAN_COST	numeric",https://hub.mph.in.gov/dataset/b1906fbd-aafb-4a4f-9f35-fbeefc92a07b/resource/0f46cd23-530f-4358-ae39-b74603797926/download/09_prescription_related_claims_of_mothers_diagnosed_with_obesity_by_recipient_county.csv,https://hub.mph.in.gov/dataset/prescription-related-claims-of-mothers-diagnosed-with-obesity-by-recipient-county/resource/0f46cd23-530f-4358-ae39-b74603797926#:~:text=PRESCRIPTION%20RELATED%20CLAIMS%20OF%20MOTHERS...,
Mothers With A Live Birth,PRESCRIPTION RELATED CLAIMS BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,6.8 KiB,Free,2019-08-30,2020-10-02,CSV,No,93.0,9,"COUNTY	text		
TOTAL_PRESCRIPTIONS	numeric		
TOTAL_PRESCRIPTION_COST	numeric		
TOTAL_PRESCRIPTIONS_PREBIRTHING_EVENT	numeric		
PRESCRIPTION_COST_PREBIRTHING_EVENT	numeric		
PREBIRTHING_MEDIAN_COST	numeric		
TOTAL_PRESCRIPTIONS_POSTBIRTHING_EVENT	numeric		
PRESCRIPTION_COST_POSTBIRTHING_EVENT	numeric		
POSTBIRTHING_MEDIAN_COST	numeric",https://hub.mph.in.gov/dataset/b8192d38-cbbc-438e-a3c5-fe7be0b3e010/resource/0cf62b0a-4526-40a4-a632-08cdd9840ae9/download/prescription-related-claims-by-recipient-county.csv,"https://hub.mph.in.gov/dataset/prescription-related-claims-by-recipient-county/resource/0cf62b0a-4526-40a4-a632-08cdd9840ae9#:~:text=Data%20API-,PRESCRIPTION%20RELATED%20CLAIMS%20BY%20RECIPIENT%20COUNTY,-URL%3A%20https",
Mothers With An Er Visit,MOTHERS WITH AN ER VISIT BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,1.3 KiB,Free,2019-09-03,2020-10-02,CSV,No,80.0,2,"COUNTY	text		
RECIPIENTS	numeric",https://hub.mph.in.gov/dataset/c5e2b9d8-ab44-490e-9e37-eee3e9db3b62/resource/4ef71011-5784-4ab9-b2d0-63ba2a8b4f10/download/mothers-with-an-er-visit-by-recipient-county.csv,"https://hub.mph.in.gov/dataset/mothers-with-an-er-visit-by-recipient-county/resource/4ef71011-5784-4ab9-b2d0-63ba2a8b4f10#:~:text=Data%20API-,MOTHERS%20WITH%20AN%20ER%20VISIT%20BY%20RECIPIENT%20COUNTY,-URL%3A%20https",
Mothers With A Stress,MOTHERS WITH A STRESS RELATED CLAIM BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,1.4 KiB,Free,2019-09-03,2020-10-02,CSV,No,82.0,2,"COUNTY	text		
RECIPIENTS	numeric",https://hub.mph.in.gov/dataset/96a26efa-d9b9-4131-81e2-2f0804d069c3/resource/1a677106-5ef8-49c0-b918-b6905b8a4e0b/download/mothers-with-a-stress-related-claim-by-recipient-county.csv,"https://hub.mph.in.gov/dataset/mothers-with-a-stress-related-claim-by-recipient-county/resource/1a677106-5ef8-49c0-b918-b6905b8a4e0b#:~:text=Data%20API-,MOTHERS%20WITH%20A%20STRESS%20RELATED%20CLAIM%20BY%20RECIPIENT%20COUNTY,-URL%3A%20https",
Mothers With A Pre-Term Delivery,MOTHERS WITH A PRE-TERM DELIVERY RELATED CLAIM BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,927 bytes,Free,2019-09-03,2020-10-02,Csv,No,53.0,2,"COUNTY	text		
RECIPIENTS	numeric",https://hub.mph.in.gov/dataset/d2696bb7-dfff-4eab-9780-273896f493de/resource/5e0dbb14-8349-4af5-acd5-4b4f0e78b70d/download/mothers-with-an-preterm-delivery-related-claim-by-recipient-county.csv,https://hub.mph.in.gov/dataset/mothers-with-a-pre-term-delivery-related-claim-by-recipient-county/resource/5e0dbb14-8349-4af5-acd5-4b4f0e78b70d#:~:text=MOTHERS%20WITH%20A%20PRE%2DTERM%20DELIVERY%20RELATED%20CLAIM...,
Mothers With A Diabetes,MOTHERS WITH A DIABETES RELATED CLAIM BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,1.2 KiB,Free,2019-08-30,2020-10-02,CSV,No,73.0,2,"COUNTY	text		
RECIPIENTS	numeric",https://hub.mph.in.gov/dataset/6d202617-09b4-4303-b110-5a7ee18bdc45/resource/1817e997-badb-4d9a-b457-a2c067798744/download/mothers-with-a-diabetes-related-claim-by-recipient-county.csv,https://hub.mph.in.gov/dataset/mothers-with-a-diabetes-related-claim-by-recipient-county/resource/1817e997-badb-4d9a-b457-a2c067798744#:~:text=MOTHERS%20WITH%20A%20DIABETES%20RELATED%20CLAIM%20BY...,
Infant Prescription,INFANT PRESCRIPTION RELATED CLAIMS BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,2.6 KiB,Free,2019-08-30,2020-10-02,CSV,No,93.0,3,"COUNTY	text		
TOTAL_PRESCRIPTIONS	numeric		
TOTAL_PRESCRIPTION_COST	numeric",https://hub.mph.in.gov/dataset/490755a6-4755-4060-ab26-646c544636ed/resource/c0994219-e833-4337-95e3-8edab622ca95/download/infant-prescription-related-claims-by-recipient-county.csv,"https://hub.mph.in.gov/dataset/infant-prescription-related-claims-by-recipient-county/resource/c0994219-e833-4337-95e3-8edab622ca95#:~:text=Data%20API-,INFANT%20PRESCRIPTION%20RELATED%20CLAIMS%20BY%20RECIPIENT%20COUNTY,-URL%3A%20https",
Mothers Diagnosed With Obesity,COUNT OF MOTHERS DIAGNOSED WITH OBESITY BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,1 KiB,Free,2019-08-30,2020-10-02,CSV,No,59.0,2,"COUNTY        text                
RECIPIENTS        numeric",https://hub.mph.in.gov/dataset/baa800c2-c6ba-45f5-a1bf-11e9326c28e5/resource/867296c1-54cf-41cc-824b-31524ec1e7ab/download/count-of-mothers-diagnosed-with-obesity-by-recipient-county.csv,https://hub.mph.in.gov/dataset/count-of-mothers-diagnosed-with-obesity-by-recipient-county/resource/867296c1-54cf-41cc-824b-31524ec1e7ab#:~:text=COUNT%20OF%20MOTHERS%20DIAGNOSED%20WITH%20OBESITY%20BY...,
Mothers With Substance Use,CLAIMS OF MOTHERS WITH SUBSTANCE USE BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Management Performance Hub,6.3 KiB,Free,2019-09-03,2020-10-02,CSV,No,87.0,9,"COUNTY	text		
TOTAL_CLAIMS	numeric		
TOTAL_COST	numeric		
TOTAL_CLAIMS_PREBIRTHING_EVENT	numeric		
TOTAL_COST_PREBIRTHING_EVENT	numeric		
PREBIRTHING_MEDIAN_COST	numeric		
TOTAL_CLAIMS_POSTBIRTHING_EVENT	numeric		
TOTAL_COST_POSTBIRTHING_EVENT	numeric		
POSTBIRTHING_MEDIAN_COST	numeric",https://hub.mph.in.gov/dataset/9d6ec92d-de6c-445d-ae9a-e242af1a9661/resource/84d1532c-ced4-4c1c-b892-ee6722c127b7/download/claims-of-mothers-with-substance-use-by-recipient-county.csv,https://hub.mph.in.gov/dataset/claims-of-mothers-with-substance-use-by-recipient-county/resource/84d1532c-ced4-4c1c-b892-ee6722c127b7#:~:text=CLAIMS%20OF%20MOTHERS%20WITH%20SUBSTANCE%20USE%20BY...,
Mothers With Pre-Term Delivery,CLAIMS OF MOTHERS WITH PRE-TERM DELIVERY BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,3.9 KiB,Free,2019-09-03,2020-10-02,CSV,No,53.0,0,"COUNTY	text		
TOTAL_CLAIMS	numeric		
TOTAL_COST	numeric		
TOTAL_CLAIMS_PREBIRTHING_EVENT	numeric		
TOTAL_COST_PREBIRTHING_EVENT	numeric		
PREBIRTHING_MEDIAN_COST	numeric		
TOTAL_CLAIMS_POSTBIRTHING_EVENT	numeric		
TOTAL_COST_POSTBIRTHING_EVENT	numeric		
POSTBIRTHING_MEDIAN_COST	numeric",https://hub.mph.in.gov/dataset/d450e6c5-9877-4840-9e97-b2b96cb1c08e/resource/b8951968-b4ea-4559-a409-6380fdf8ff5d/download/claims-of-mothers-with-preterm-delivery-by-recipient-county.csv,https://hub.mph.in.gov/dataset/claims-of-mothers-with-pre-term-delivery-by-recipient-county/resource/b8951968-b4ea-4559-a409-6380fdf8ff5d#:~:text=CLAIMS%20OF%20MOTHERS%20WITH%20PRE%2DTERM%20DELIVERY%20BY...,
Mothers With Diabetes,CLAIMS OF MOTHERS WITH DIABETES BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,5.3 KiB,Free,2019-08-30,2020-10-02,CSV,No,73.0,9,"COUNTY	text		
TOTAL_CLAIMS	numeric		
TOTAL_COST	numeric		
TOTAL_CLAIMS_PREBIRTHING_EVENT	numeric		
TOTAL_COST_PREBIRTHING_EVENT	numeric		
PREBIRTHING_MEDIAN_COST	numeric		
TOTAL_CLAIMS_POSTBIRTHING_EVENT	numeric		
TOTAL_COST_POSTBIRTHING_EVENT	numeric		
POSTBIRTHING_MEDIAN_COST	numeric",https://hub.mph.in.gov/dataset/a5acf50e-7bfb-4a26-b3cc-e55213075eb8/resource/0b9de5bf-258a-4942-ae95-30fe333d7582/download/claims-of-mothers-with-diabetes-by-recipient-county.csv,"https://hub.mph.in.gov/dataset/claims-of-mothers-with-diabetes-by-recipient-county/resource/0b9de5bf-258a-4942-ae95-30fe333d7582#:~:text=Data%20API-,CLAIMS%20OF%20MOTHERS%20WITH%20DIABETES%20BY%20RECIPIENT%20COUNTY,-URL%3A%20https",
Mothers With An Er Visit,CLAIMS OF MOTHERS WITH AN ER VISIT BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,5.8 KiB,Free,2019-09-03,2020-10-02,CSV,No,80.0,9,"COUNTY	text		
TOTAL_CLAIMS	numeric		
TOTAL_COST	numeric		
TOTAL_CLAIMS_PREBIRTHING_EVENT	numeric		
TOTAL_COST_PREBIRTHING_EVENT	numeric		
PREBIRTHING_MEDIAN_COST	numeric		
TOTAL_CLAIMS_POSTBIRTHING_EVENT	numeric		
TOTAL_COST_POSTBIRTHING_EVENT	numeric		
POSTBIRTHING_MEDIAN_COST	numeric",https://hub.mph.in.gov/dataset/beeb019d-9bfc-4e41-bc15-aa27165a51dc/resource/95f202d9-7abd-4691-8625-a1895e21f3b4/download/claims-of-mothers-with-an-er-visit-by-recipient-county.csv,"https://hub.mph.in.gov/dataset/claims-of-mothers-with-an-er-visit-by-recipient-county/resource/95f202d9-7abd-4691-8625-a1895e21f3b4#:~:text=Data%20API-,CLAIMS%20OF%20MOTHERS%20WITH%20AN%20ER%20VISIT%20BY%20RECIPIENT%20COUNTY,-URL%3A%20https",
Mothers Diagnosed With Stress,CLAIMS OF MOTHERS DIAGNOSED WITH STRESS BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,5.9 KiB,Free,2019-09-03,2020-10-02,CSV,No,82.0,9,"COUNTY	text		
TOTAL_CLAIMS	numeric		
TOTAL_COST	numeric		
TOTAL_CLAIMS_PREBIRTHING_EVENT	numeric		
TOTAL_COST_PREBIRTHING_EVENT	numeric		
PREBIRTHING_MEDIAN_COST	numeric		
TOTAL_CLAIMS_POSTBIRTHING_EVENT	numeric		
TOTAL_COST_POSTBIRTHING_EVENT	numeric		
POSTBIRTHING_MEDIAN_COST	numeric",https://hub.mph.in.gov/dataset/9de3f203-8ea0-4b44-8909-0b911e8593b1/resource/6a4e21ee-6ebd-45de-bb82-45950983d3b7/download/claims-of-mothers-diagnosed-with-stress-by-recipient-county.csv,https://hub.mph.in.gov/dataset/claims-of-mothers-diagnosed-with-stress-by-recipient-county/resource/6a4e21ee-6ebd-45de-bb82-45950983d3b7#:~:text=CLAIMS%20OF%20MOTHERS%20DIAGNOSED%20WITH%20STRESS%20BY..,
Covid-19,COVID-19 BED AND VENT USAGE BY DAY,ISDH - EMR,"ISDH, FSSA",93.9 KiB,Free,2020-06-05,2023-04-05,CVS,No,1000.0,15,"DATE	timestamp		
BEDS_ICU_TOTAL	numeric		
BEDS_ICU_OCCUPIED_COVID_19	numeric		
BEDS_ICU_NO_OCCUPIED_COVID_19	numeric		
BEDS_AVAILABLE_ICU_BEDS_TOTAL	numeric		
VENTS_TOTAL	numeric		
VENTS_ALL_USE_COVID_19	numeric		
VENTS_NON_COVID_PTS_ON_VENTS	numeric		
VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE	numeric		
PCT_BEDS_ICU_OCCUPIED_COVID_19	numeric		
PCT_BEDS_ICU_NO_OCCUPIED_COVID_19	numeric		
PCT_BEDS_AVAILABLE_ICU_BEDS_TOTAL	numeric		
PCT_VENTS_ALL_USE_COVID_19	numeric		
PCT_VENTS_NON_COVID_PTS_ON_VENTS	numeric		
PCT_VENTS_ALL_AVAILABLE_VENTS_NOT_IN_USE	numeric",https://hub.mph.in.gov/dataset/4d31808a-85da-4a48-9a76-a273e0beadb3/resource/0c00f7b6-05b0-4ebe-8722-ccf33e1a314f/download/covid_report_bedvent_date.xlsx,"https://hub.mph.in.gov/dataset/covid-19-bed-and-vent-usage-by-day/resource/0c00f7b6-05b0-4ebe-8722-ccf33e1a314f#:~:text=Data%20API-,COVID%2D19%20BEDS%20AND%20VENTS%20BY%20DAY,-URL%3A%20https",
Covid-19,COVID-19 BEDS AND VENTS,ISDH - EMR,"ISDH, FSSA",5.6 KiB,Free,2020-04-20,2023-04-05,CVS,No,14.0,2,"STATUS_TYPE	text		
TOTAL	numeric",https://hub.mph.in.gov/dataset/5a905d51-eb50-4a83-8f79-005239bd108b/resource/882a7426-886f-48cc-bbe0-a8d14e3012e4/download/covid_report_bedvent.xlsx,"https://hub.mph.in.gov/dataset/covid-19-beds-and-vents/resource/882a7426-886f-48cc-bbe0-a8d14e3012e4#:~:text=Data%20API-,COVID%2D19%20BEDS%20AND%20VENTS,-URL%3A%20https",
Services For Patients,CLAIMS BY ZIP CODE AND CATEGORY OF SERVICES,State of Indiana,Indiana Management Performance Hub,5.4 MiB,Free,2017-10-12,2019-05-08,CSV,No,4000.0,9,"Zip_Code	numeric		
Category_of_Services	text		
Recipient_age_Group	text		
total_number_of_providers	numeric		
total_number_of_recipients	numeric		
total_number_of_claims	numeric		
total_dollar_amount_of_claims	numeric		
Year	numeric		
recipients_average_travelled_distance_miles	numeric",https://hub.mph.in.gov/dataset/7e12e781-f7b2-44b3-8001-231f2baffcb4/resource/46873862-dcf0-420d-9819-949c94f8fa6a/download/claims_by_zip_code_and_category_of_service.csv,https://hub.mph.in.gov/dataset/claims-by-zip-code-and-category-of-services/resource/46873862-dcf0-420d-9819-949c94f8fa6a#:~:text=CLAIMS%20BY%20ZIP%20CODE%20AND%20CATEGORY%20OF%20SERVICES%20DATASET,
Provider And Category Of Services,CLAIMS BY PROVIDER AND CATEGORY OF SERVICES,State of Indiana,Indiana Management Performance Hub,26.6 MiB,Free,2017-10-12,2019-05-08,CSV,No,64000.0,18,"Provider_ID	text		
Provider_NPI	numeric		
provider_name	text		
provider_address_street_line_1	text		
Provider_address_street_line_2	text		
Provider_address_city	text		
Provider_address_state	text		
Provider_address_zip_code	numeric		
provider_geocode_latitude	numeric		
Provider_geocode_longitude	numeric		
provider_type	text		
provider_prime_specialty	text		
Category_of_services	text		
total_number_of_recipients	numeric		
total_number_of_claims	numeric		
total_dollar_amount_of_claims	numeric		
recipients_average_travelled_distance_miles	numeric		
Year	numeric",https://hub.mph.in.gov/dataset/31b7ed1a-00f5-4b50-aaa7-b5d22907d8d1/resource/3d573b4d-54da-4953-b39e-30c6e13cb96f/download/claims_by_provider_and_category_of_services.csv,https://hub.mph.in.gov/dataset/claims-by-provider-and-category-of-services/resource/3d573b4d-54da-4953-b39e-30c6e13cb96f#:~:text=CLAIMS%20BY%20PROVIDER%20AND%20CATEGORY%20OF%20SERVICES%20DATASET,
Opioid Treatment,OPIOID TREATMENT PROGRAM LOCATIONS,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,9.8 KiB,Free,2019-06-04,2019-06-04,CSV,No,13.0,8,services-provider name- address- city- state- zipcode- longitude- latitude,https://hub.mph.in.gov/dataset/01542614-2fee-4f13-a7fa-e8a173b6c51f/resource/5fb706d0-cd24-4d94-a8ad-677dbc10b591/download/opioid-treatment-program.xlsx,"https://hub.mph.in.gov/dataset/opioid-treatment-program/resource/5fb706d0-cd24-4d94-a8ad-677dbc10b591#:~:text=Download-,OPIOID%20TREATMENT%20PROGRAM%20LOCATIONS,-URL%3A%20https",
Adult Protective Service Provider,ADULT PROTECTIVE SERVICE PROVIDER LOCATIONS,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,11.6 KiB,Free,2019-06-04,2019-06-04,XLSX,No,17.0,8,services-provider name- address- city- state- zipcode- longitude- latitude,https://hub.mph.in.gov/dataset/50b39cbf-460c-4c4f-b5de-5cc2dd16c4cd/resource/724ff83d-f534-454d-9c97-5979a4aa6e0d/download/adult-protective-services.xlsx,"https://hub.mph.in.gov/dataset/adult-protective-services/resource/724ff83d-f534-454d-9c97-5979a4aa6e0d#:~:text=Download-,ADULT%20PROTECTIVE%20SERVICE%20PROVIDER%20LOCATIONS,-URL%3A%20https",
Aging Service Provider,AREA AGENCY ON AGING SERVICE PROVIDER LOCATIONS,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,11.7 KiB,Free,2019-06-04,2019-06-04,XLSX,No,16.0,8,services-provider name- address- city- state- zipcode- longitude- latitude,https://hub.mph.in.gov/dataset/4d5f6b97-996d-4258-9cd1-c0fa7eb1221b/resource/419ec553-6f3a-44b5-b544-6ae90fa26804/download/area-agency-on-aging.xlsx,"https://hub.mph.in.gov/dataset/area-agency-on-aging/resource/419ec553-6f3a-44b5-b544-6ae90fa26804#:~:text=Download-,AREA%20AGENCY%20ON%20AGING%20SERVICE%20PROVIDER%20LOCATIONS,-URL%3A%20https",
Child Care Resource,CHILD CARE RESOURCE AND REFERRAL PROVIDER LOCATIONS,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,9.5 KiB,Free,2019-06-04,2019-06-04,XLSX,No,9.0,8,services-provider name- address- city- state- zipcode- longitude- latitude,https://hub.mph.in.gov/dataset/827879df-90c0-4f5f-b042-9bad15da87c3/resource/6cd52c74-80b6-4402-841b-ee0972f960e0/download/child-care-resource-referral.xlsx,,
Deaf Service Providers,DEAF AND HARD OF HEARING SERVICE PROVIDER LOCATIONS,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,9.4 KiB,Free,2019-06-04,2019-06-04,XLSX,No,8.0,8,services-provider name- address- city- state- zipcode- longitude- latitude,https://hub.mph.in.gov/dataset/41358a14-e4a9-45da-9a7f-c7a673ddaab8/resource/1cfb8667-8aea-4dbd-8cfa-d93c145065b6/download/deaf-and-hard-of-hearing-services.xlsx,"https://hub.mph.in.gov/dataset/deaf-and-hard-of-hearing-services/resource/1cfb8667-8aea-4dbd-8cfa-d93c145065b6#:~:text=Download-,DEAF%20AND%20HARD%20OF%20HEARING%20SERVICE%20PROVIDER%20LOCATIONS,-URL%3A%20https",
Mothers With A Substance Use,MOTHERS WITH A SUBSTANCE USE RELATED CLAIM BY RECIPIENT COUNTY,Indiana Family and Social Services Administration,Indiana Family and Social Services Administration,1.4 KiB,Free,2019-08-30,2020-10-02,CSV,No,87.0,2,"COUNTY	text		
RECIPIENTS	numeric",https://hub.mph.in.gov/dataset/e21c8eb9-23fa-43f7-8c32-fcb98ab2d39a/resource/c5ee0772-96f4-4e15-93f2-03bb79aa0bcd/download/mothers-with-a-substance-use-related-claim-by-recipient-county.csv,https://hub.mph.in.gov/dataset/mothers-with-a-substance-use-related-claim-by-recipient-county/resource/c5ee0772-96f4-4e15-93f2-03bb79aa0bcd#:~:text=MOTHERS%20WITH%20A%20SUBSTANCE%20USE%20RELATED%20CLAIM%20BY...,
Covid-19,COVID-19 COUNTY STATISTICS,"ISDH, FSSA",Indiana State Department of Health,8.8 KiB,Free,2023-03-16,2023-03-16,XLSX,No,92.0,5,"LOCATION_ID	numeric		
COVID_COUNT	numeric		
COVID_DEATHS	numeric		
COVID_TEST	numeric		
COUNTY_NAME	text",https://hub.mph.in.gov/dataset/89cfa2e3-3319-4d31-a60d-710f76856588/resource/ecb5ef04-7644-4d2e-8046-ade3552bac5f/download/covid_report_county_historical.xlsx,https://hub.mph.in.gov/dataset/covid-19-county-statistics/resource/ecb5ef04-7644-4d2e-8046-ade3552bac5f#:~:text=03/15/2023%3A%20HISTORICAL%20COVID%2D19%20COUNTY%20STATISTICS,
Covid-19,03/15/2023: HISTORICAL COVID-19 COUNTY...,"ISDH, FSSA",Indiana State Department of Health,4.7 KiB,Free,2023-03-16,2023-03-16,XLSX,No,5.0,2,"Field Name	text		
Field Description	text",https://hub.mph.in.gov/dataset/89cfa2e3-3319-4d31-a60d-710f76856588/resource/e23a6fc1-692d-447c-8862-827c788c1610/download/covid_report_county_dictionary_historical.xlsx,https://hub.mph.in.gov/dataset/covid-19-county-statistics/resource/e23a6fc1-692d-447c-8862-827c788c1610#:~:text=03/15/2023%3A%20HISTORICAL%20COVID%2D19%20COUNTY.,
Covid-19,"COVID-19 REGION-WIDE TEST, CASE, AND DEATH TRENDS","ISDH, FSSA",Indiana State Department of Health,248.7 KiB,Free,2023-03-15,2023-04-12,,No,11000.0,6,"DISTRICT	numeric		
DATE	timestamp		
COVID_COUNT	numeric		
COVID_DEATHS	numeric		
COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE	numeric",https://hub.mph.in.gov/dataset/181c677e-d1d0-4493-b673-356532fd7b7f/resource/dc190c74-7116-4123-881e-a330188e732b/download/covid_report_county_region_date.xlsx,"https://hub.mph.in.gov/dataset/covid-19-region-wide-test-case-and-death-trends/resource/dc190c74-7116-4123-881e-a330188e732b#:~:text=Data%20API-,COVID%2D19%20REGION%2DWIDE%20TEST%2C%20CASE%2C%20AND%20DEATH%20TRENDS,-URL%3A%20https",
Covid-19,"COVID-19 REGION-WIDE TEST, CASE, AND DEATH..","ISDH, FSSA",Indiana State Department of Health,6 KiB,Free,2023-03-16,2023-03-16,XLSX,No,17.0,2,"Field Name	text		
Field Description	text",https://hub.mph.in.gov/dataset/181c677e-d1d0-4493-b673-356532fd7b7f/resource/69e04f91-ddad-4ffd-9d3e-64da91c16e93/download/covid_report_county_date_dictionary.xlsx,https://hub.mph.in.gov/dataset/covid-19-region-wide-test-case-and-death-trends/resource/69e04f91-ddad-4ffd-9d3e-64da91c16e93#:~:text=COVID%2D19%20REGION%2DWIDE%20TEST%2C%20CASE%2C%20AND%20DEATH..,
Covid-19,03/15/2023: HISTORICAL COVID-19 REGION-WIDE...,"ISDH, FSSA",Indiana State Department of Health,412.7 KiB,Free,2023-03-16,2023-03-16,XLSX,No,11000.0,8,"DISTRICT	numeric		
DATE	timestamp		
COVID_COUNT	numeric		
COVID_DEATHS	numeric		
COVID_TEST	numeric		
POSITIVITY_RATE_ALL_TESTS	text		
COVID_COUNT_BY_SPECIMEN_COLLECTION_DATE	numeric",https://hub.mph.in.gov/dataset/181c677e-d1d0-4493-b673-356532fd7b7f/resource/86c59f2d-7b27-445d-81ff-1a1a740d68d3/download/covid_report_county_region_date_historical.xlsx,https://hub.mph.in.gov/dataset/covid-19-region-wide-test-case-and-death-trends/resource/86c59f2d-7b27-445d-81ff-1a1a740d68d3#:~:text=03/15/2023%3A%20HISTORICAL%20COVID%2D19%20REGION%2DWIDE...,
Covid-19,03/15/2023: HISTORICAL COVID-19 REGION-WIDE...,"ISDH, FSSA",Indiana State Department of Health,9.5 KiB,Free,2023-03-16,2023-03-16,XLSX,No,7.0,2,"Field Name	text		
Field Description	text",https://hub.mph.in.gov/dataset/181c677e-d1d0-4493-b673-356532fd7b7f/resource/2d88a60f-8af9-4bf9-a235-ed8506c28c46/download/covid_report_district_date_dictionary_historical.xlsx,https://hub.mph.in.gov/dataset/covid-19-region-wide-test-case-and-death-trends/resource/2d88a60f-8af9-4bf9-a235-ed8506c28c46#:~:text=03/15/2023%3A%20HISTORICAL%20COVID%2D19%20REGION%2DWIDE...,
